DateRep,Countries and territories,Cases,Deaths
2020-02-07,Czech_Republic,0,0
2020-02-06,Czech_Republic,0,0
2020-02-05,Czech_Republic,0,0
2020-02-04,Czech_Republic,0,0
2020-02-03,Czech_Republic,0,0
2020-02-02,Czech_Republic,0,0
2020-02-01,Czech_Republic,0,0
2020-01-31,Czech_Republic,0,0
2020-01-30,Czech_Republic,0,0
2020-01-29,Czech_Republic,0,0
2020-01-28,Czech_Republic,0,0
2020-01-27,Czech_Republic,0,0
2020-01-26,Czech_Republic,0,0
2020-01-25,Czech_Republic,0,0
2020-01-24,Czech_Republic,0,0
2020-01-23,Czech_Republic,0,0
2020-01-22,Czech_Republic,0,0
2020-01-21,Czech_Republic,0,0
2020-01-20,Czech_Republic,0,0
2020-01-19,Czech_Republic,0,0
2020-01-18,Czech_Republic,0,0
2020-01-17,Czech_Republic,0,0
2020-01-16,Czech_Republic,0,0
2020-01-15,Czech_Republic,0,0
2020-01-14,Czech_Republic,0,0
2020-01-13,Czech_Republic,0,0
2020-01-12,Czech_Republic,0,0
2020-01-11,Czech_Republic,0,0
2020-01-10,Czech_Republic,0,0
2020-01-09,Czech_Republic,0,0
2020-01-08,Czech_Republic,0,0
2020-01-07,Czech_Republic,0,0
2020-01-06,Czech_Republic,0,0
2020-01-05,Czech_Republic,0,0
2020-01-04,Czech_Republic,0,0
2020-01-03,Czech_Republic,0,0
2020-01-02,Czech_Republic,0,0
2020-01-01,Czech_Republic,0,0
2019-12-31,Czech_Republic,0,0
2020-03-26,Democratic_Republic_of_the_Congo,0,0
2020-03-25,Democratic_Republic_of_the_Congo,19,1
2020-03-24,Democratic_Republic_of_the_Congo,0,0
2020-03-23,Democratic_Republic_of_the_Congo,3,1
2020-03-22,Democratic_Republic_of_the_Congo,9,1
2020-03-21,Democratic_Republic_of_the_Congo,0,0
2020-03-20,Democratic_Republic_of_the_Congo,0,0
2020-03-19,Democratic_Republic_of_the_Congo,11,0
2020-03-18,Democratic_Republic_of_the_Congo,0,0
2020-03-17,Democratic_Republic_of_the_Congo,1,0
2020-03-16,Democratic_Republic_of_the_Congo,0,0
2020-03-15,Democratic_Republic_of_the_Congo,0,0
2020-03-14,Democratic_Republic_of_the_Congo,1,0
2020-03-11,Democratic_Republic_of_the_Congo,1,0
2020-03-26,Denmark,133,2
2020-03-25,Denmark,131,8
2020-03-24,Denmark,65,11
2020-03-23,Denmark,69,0
2020-03-22,Denmark,71,4
2020-03-21,Denmark,104,3
2020-03-20,Denmark,36,2
2020-03-19,Denmark,91,0
2020-03-18,Denmark,92,3
2020-03-17,Denmark,57,0
2020-03-16,Denmark,48,1
2020-03-15,Denmark,23,0
2020-03-14,Denmark,128,0
2020-03-13,Denmark,160,0
2020-03-12,Denmark,252,0
2020-03-11,Denmark,151,0
2020-03-10,Denmark,75,0
2020-03-09,Denmark,7,0
2020-03-08,Denmark,8,0
2020-03-07,Denmark,3,0
2020-03-06,Denmark,10,0
2020-03-05,Denmark,2,0
2020-03-04,Denmark,3,0
2020-03-03,Denmark,1,0
2020-03-02,Denmark,1,0
2020-03-01,Denmark,1,0
2020-02-29,Denmark,1,0
2020-02-28,Denmark,0,0
2020-02-27,Denmark,1,0
2020-02-26,Denmark,0,0
2020-02-25,Denmark,0,0
2020-02-24,Denmark,0,0
2020-02-23,Denmark,0,0
2020-02-22,Denmark,0,0
2020-02-21,Denmark,0,0
2020-02-20,Denmark,0,0
2020-02-19,Denmark,0,0
2020-02-18,Denmark,0,0
2020-02-17,Denmark,0,0
2020-02-16,Denmark,0,0
2020-02-15,Denmark,0,0
2020-02-14,Denmark,0,0
2020-02-13,Denmark,0,0
2020-02-12,Denmark,0,0
2020-02-11,Denmark,0,0
2020-02-10,Denmark,0,0
2020-02-09,Denmark,0,0
2020-02-08,Denmark,0,0
2020-02-07,Denmark,0,0
2020-02-06,Denmark,0,0
2020-02-05,Denmark,0,0
2020-02-04,Denmark,0,0
2020-02-03,Denmark,0,0
2020-02-02,Denmark,0,0
2020-02-01,Denmark,0,0
2020-01-31,Denmark,0,0
2020-01-30,Denmark,0,0
2020-01-29,Denmark,0,0
2020-01-28,Denmark,0,0
2020-01-27,Denmark,0,0
2020-01-26,Denmark,0,0
2020-01-25,Denmark,0,0
2020-01-24,Denmark,0,0
2020-01-23,Denmark,0,0
2020-01-22,Denmark,0,0
2020-01-21,Denmark,0,0
2020-01-20,Denmark,0,0
2020-01-19,Denmark,0,0
2020-01-18,Denmark,0,0
2020-01-17,Denmark,0,0
2020-01-16,Denmark,0,0
2020-01-15,Denmark,0,0
2020-01-14,Denmark,0,0
2020-01-13,Denmark,0,0
2020-01-12,Denmark,0,0
2020-01-11,Denmark,0,0
2020-01-10,Denmark,0,0
2020-01-09,Denmark,0,0
2020-01-08,Denmark,0,0
2020-01-07,Denmark,0,0
2020-01-06,Denmark,0,0
2020-01-05,Denmark,0,0
2020-01-04,Denmark,0,0
2020-01-03,Denmark,0,0
2020-01-02,Denmark,0,0
2020-01-01,Denmark,0,0
2019-12-31,Denmark,0,0
2020-03-26,Djibouti,9,0
2020-03-25,Djibouti,0,0
2020-03-24,Djibouti,2,0
2020-03-23,Djibouti,0,0
2020-03-22,Djibouti,0,0
2020-03-21,Djibouti,0,0
2020-03-20,Djibouti,0,0
2020-03-19,Djibouti,1,0
2020-03-26,Dominica,5,0
2020-03-25,Dominica,1,0
2020-03-24,Dominica,0,0
2020-03-23,Dominica,1,0
2020-03-26,Dominican_Republic,80,4
2020-03-25,Dominican_Republic,67,3
2020-03-24,Dominican_Republic,43,0
2020-03-23,Dominican_Republic,90,0
2020-03-22,Dominican_Republic,78,1
2020-03-21,Dominican_Republic,13,2
2020-03-20,Dominican_Republic,0,0
2020-03-19,Dominican_Republic,10,0
2020-03-18,Dominican_Republic,0,0
2020-03-17,Dominican_Republic,0,0
2020-03-16,Dominican_Republic,0,0
2020-03-15,Dominican_Republic,0,0
2020-03-14,Dominican_Republic,6,0
2020-03-10,Dominican_Republic,3,0
2020-03-07,Dominican_Republic,1,0
2020-03-02,Dominican_Republic,1,0
2020-03-01,Dominican_Republic,0,0
2020-02-29,Dominican_Republic,0,0
2020-02-28,Dominican_Republic,0,0
2020-02-27,Dominican_Republic,0,0
2020-02-26,Dominican_Republic,0,0
2020-02-25,Dominican_Republic,0,0
2020-02-24,Dominican_Republic,0,0
2020-02-23,Dominican_Republic,0,0
2020-02-22,Dominican_Republic,0,0
2020-02-21,Dominican_Republic,0,0
2020-02-20,Dominican_Republic,0,0
2020-02-19,Dominican_Republic,0,0
2020-02-18,Dominican_Republic,0,0
2020-02-17,Dominican_Republic,0,0
2020-02-16,Dominican_Republic,0,0
2020-02-15,Dominican_Republic,0,0
2020-02-14,Dominican_Republic,0,0
2020-02-13,Dominican_Republic,0,0
2020-02-12,Dominican_Republic,0,0
2020-02-11,Dominican_Republic,0,0
2020-02-10,Dominican_Republic,0,0
2020-02-09,Dominican_Republic,0,0
2020-02-08,Dominican_Republic,0,0
2020-02-07,Dominican_Republic,0,0
2020-02-06,Dominican_Republic,0,0
2020-02-05,Dominican_Republic,0,0
2020-02-04,Dominican_Republic,0,0
2020-02-03,Dominican_Republic,0,0
2020-02-02,Dominican_Republic,0,0
2020-02-01,Dominican_Republic,0,0
2020-01-31,Dominican_Republic,0,0
2020-01-30,Dominican_Republic,0,0
2020-01-29,Dominican_Republic,0,0
2020-01-28,Dominican_Republic,0,0
2020-01-27,Dominican_Republic,0,0
2020-01-26,Dominican_Republic,0,0
2020-01-25,Dominican_Republic,0,0
2020-01-24,Dominican_Republic,0,0
2020-01-23,Dominican_Republic,0,0
2020-01-22,Dominican_Republic,0,0
2020-01-21,Dominican_Republic,0,0
2020-01-20,Dominican_Republic,0,0
2020-01-19,Dominican_Republic,0,0
2020-01-18,Dominican_Republic,0,0
2020-01-17,Dominican_Republic,0,0
2020-01-16,Dominican_Republic,0,0
2020-01-15,Dominican_Republic,0,0
2020-01-14,Dominican_Republic,0,0
2020-01-13,Dominican_Republic,0,0
2020-01-12,Dominican_Republic,0,0
2020-01-11,Dominican_Republic,0,0
2020-01-10,Dominican_Republic,0,0
2020-01-09,Dominican_Republic,0,0
2020-01-08,Dominican_Republic,0,0
2020-01-07,Dominican_Republic,0,0
2020-01-06,Dominican_Republic,0,0
2020-01-05,Dominican_Republic,0,0
2020-01-04,Dominican_Republic,0,0
2020-01-03,Dominican_Republic,0,0
2020-01-02,Dominican_Republic,0,0
2020-01-01,Dominican_Republic,0,0
2019-12-31,Dominican_Republic,0,0
2020-03-26,Ecuador,129,2
2020-03-25,Ecuador,101,9
2020-03-24,Ecuador,192,4
2020-03-23,Ecuador,257,7
2020-03-22,Ecuador,106,0
2020-03-21,Ecuador,227,4
2020-03-20,Ecuador,31,0
2020-03-19,Ecuador,57,1
2020-03-18,Ecuador,53,0
2020-03-17,Ecuador,21,0
2020-03-16,Ecuador,9,0
2020-03-15,Ecuador,5,1
2020-03-14,Ecuador,6,1
2020-03-11,Ecuador,2,0
2020-03-10,Ecuador,1,0
2020-03-09,Ecuador,1,0
2020-03-06,Ecuador,3,0
2020-03-05,Ecuador,3,0
2020-03-03,Ecuador,1,0
2020-03-02,Ecuador,5,0
2020-03-01,Ecuador,1,0
2020-02-29,Ecuador,0,0
2020-02-28,Ecuador,0,0
2020-02-27,Ecuador,0,0
2020-02-26,Ecuador,0,0
2020-02-25,Ecuador,0,0
2020-02-24,Ecuador,0,0
2020-02-23,Ecuador,0,0
2020-02-22,Ecuador,0,0
2020-02-21,Ecuador,0,0
2020-02-20,Ecuador,0,0
2020-02-19,Ecuador,0,0
2020-02-18,Ecuador,0,0
2020-02-17,Ecuador,0,0
2020-02-16,Ecuador,0,0
2020-02-15,Ecuador,0,0
2020-02-14,Ecuador,0,0
2020-02-13,Ecuador,0,0
2020-02-12,Ecuador,0,0
2020-02-11,Ecuador,0,0
2020-02-10,Ecuador,0,0
2020-02-09,Ecuador,0,0
2020-02-08,Ecuador,0,0
2020-02-07,Ecuador,0,0
2020-02-06,Ecuador,0,0
2020-02-05,Ecuador,0,0
2020-02-04,Ecuador,0,0
2020-02-03,Ecuador,0,0
2020-02-02,Ecuador,0,0
2020-02-01,Ecuador,0,0
2020-01-31,Ecuador,0,0
2020-01-30,Ecuador,0,0
2020-01-29,Ecuador,0,0
2020-01-28,Ecuador,0,0
2020-01-27,Ecuador,0,0
2020-01-26,Ecuador,0,0
2020-01-25,Ecuador,0,0
2020-01-24,Ecuador,0,0
2020-01-23,Ecuador,0,0
2020-01-22,Ecuador,0,0
2020-01-21,Ecuador,0,0
2020-01-20,Ecuador,0,0
2020-01-19,Ecuador,0,0
2020-01-18,Ecuador,0,0
2020-01-17,Ecuador,0,0
2020-01-16,Ecuador,0,0
2020-01-15,Ecuador,0,0
2020-01-14,Ecuador,0,0
2020-01-13,Ecuador,0,0
2020-01-12,Ecuador,0,0
2020-01-11,Ecuador,0,0
2020-01-10,Ecuador,0,0
2020-01-09,Ecuador,0,0
2020-01-08,Ecuador,0,0
2020-01-07,Ecuador,0,0
2020-01-06,Ecuador,0,0
2020-01-05,Ecuador,0,0
2020-01-04,Ecuador,0,0
2020-01-03,Ecuador,0,0
2020-01-02,Ecuador,0,0
2020-01-01,Ecuador,0,0
2019-12-31,Ecuador,0,0
2020-03-26,Egypt,76,2
2020-03-25,Egypt,39,5
2020-03-24,Egypt,33,4
2020-03-23,Egypt,9,2
2020-03-22,Egypt,29,1
2020-03-21,Egypt,46,1
2020-03-20,Egypt,14,0
2020-03-19,Egypt,30,2
2020-03-18,Egypt,40,2
2020-03-17,Egypt,16,0
2020-03-16,Egypt,17,0
2020-03-15,Egypt,0,0
2020-03-14,Egypt,13,0
2020-03-13,Egypt,20,1
2020-03-12,Egypt,1,0
2020-03-11,Egypt,4,0
2020-03-10,Egypt,6,0
2020-03-09,Egypt,34,1
2020-03-07,Egypt,12,0
2020-03-06,Egypt,1,0
2020-03-02,Egypt,1,0
2020-03-01,Egypt,0,0
2020-02-29,Egypt,0,0
2020-02-28,Egypt,0,0
2020-02-27,Egypt,0,0
2020-02-26,Egypt,0,0
2020-02-25,Egypt,0,0
2020-02-24,Egypt,0,0
2020-02-23,Egypt,0,0
2020-02-22,Egypt,0,0
2020-02-21,Egypt,0,0
2020-02-20,Egypt,0,0
2020-02-19,Egypt,0,0
2020-02-18,Egypt,0,0
2020-02-17,Egypt,0,0
2020-02-16,Egypt,0,0
2020-02-15,Egypt,1,0
2020-02-14,Egypt,0,0
2020-02-13,Egypt,0,0
2020-02-12,Egypt,0,0
2020-02-11,Egypt,0,0
2020-02-10,Egypt,0,0
2020-02-09,Egypt,0,0
2020-02-08,Egypt,0,0
2020-02-07,Egypt,0,0
2020-02-06,Egypt,0,0
2020-02-05,Egypt,0,0
2020-02-04,Egypt,0,0
2020-02-03,Egypt,0,0
2020-02-02,Egypt,0,0
2020-02-01,Egypt,0,0
2020-01-31,Egypt,0,0
2020-01-30,Egypt,0,0
2020-01-29,Egypt,0,0
2020-01-28,Egypt,0,0
2020-01-27,Egypt,0,0
2020-01-26,Egypt,0,0
2020-01-25,Egypt,0,0
2020-01-24,Egypt,0,0
2020-01-23,Egypt,0,0
2020-01-22,Egypt,0,0
2020-01-21,Egypt,0,0
2020-01-20,Egypt,0,0
2020-01-19,Egypt,0,0
2020-01-18,Egypt,0,0
2020-01-17,Egypt,0,0
2020-01-16,Egypt,0,0
2020-01-15,Egypt,0,0
2020-01-14,Egypt,0,0
2020-01-13,Egypt,0,0
2020-01-12,Egypt,0,0
2020-01-11,Egypt,0,0
2020-01-10,Egypt,0,0
2020-01-09,Egypt,0,0
2020-01-08,Egypt,0,0
2020-01-07,Egypt,0,0
2020-01-06,Egypt,0,0
2020-01-05,Egypt,0,0
2020-01-04,Egypt,0,0
2020-01-03,Egypt,0,0
2020-01-02,Egypt,0,0
2020-01-01,Egypt,0,0
2019-12-31,Egypt,0,0
2020-03-26,El_Salvador,4,0
2020-03-25,El_Salvador,4,0
2020-03-24,El_Salvador,2,0
2020-03-23,El_Salvador,0,0
2020-03-22,El_Salvador,0,0
2020-03-21,El_Salvador,2,0
2020-03-20,El_Salvador,0,0
2020-03-19,El_Salvador,1,0
2020-03-26,Equatorial_Guinea,2,0
2020-03-25,Equatorial_Guinea,0,0
2020-03-24,Equatorial_Guinea,3,0
2020-03-23,Equatorial_Guinea,0,0
2020-03-22,Equatorial_Guinea,2,0
2020-03-21,Equatorial_Guinea,0,0
2020-03-20,Equatorial_Guinea,1,0
2020-03-19,Equatorial_Guinea,2,0
2020-03-18,Equatorial_Guinea,0,0
2020-03-17,Equatorial_Guinea,0,0
2020-03-16,Equatorial_Guinea,0,0
2020-03-15,Equatorial_Guinea,1,0
2020-03-26,Eritrea,3,0
2020-03-25,Eritrea,0,0
2020-03-24,Eritrea,0,0
2020-03-23,Eritrea,0,0
2020-03-22,Eritrea,1,0
2020-03-26,Estonia,35,1
2020-03-25,Estonia,17,0
2020-03-24,Estonia,26,0
2020-03-23,Estonia,20,0
2020-03-22,Estonia,23,0
2020-03-21,Estonia,16,0
2020-03-20,Estonia,9,0
2020-03-19,Estonia,33,0
2020-03-18,Estonia,20,0
2020-03-17,Estonia,34,0
2020-03-16,Estonia,56,0
2020-03-15,Estonia,36,0
2020-03-14,Estonia,52,0
2020-03-13,Estonia,11,0
2020-03-12,Estonia,3,0
2020-03-11,Estonia,3,0
2020-03-07,Estonia,5,0
2020-03-06,Estonia,3,0
2020-03-04,Estonia,1,0
2020-03-02,Estonia,0,0
2020-03-01,Estonia,0,0
2020-02-29,Estonia,0,0
2020-02-28,Estonia,1,0
2020-02-27,Estonia,0,0
2020-02-26,Estonia,0,0
2020-02-25,Estonia,0,0
2020-02-24,Estonia,0,0
2020-02-23,Estonia,0,0
2020-02-22,Estonia,0,0
2020-02-21,Estonia,0,0
2020-02-20,Estonia,0,0
2020-02-19,Estonia,0,0
2020-02-18,Estonia,0,0
2020-02-17,Estonia,0,0
2020-02-16,Estonia,0,0
2020-02-15,Estonia,0,0
2020-02-14,Estonia,0,0
2020-02-13,Estonia,0,0
2020-02-12,Estonia,0,0
2020-02-11,Estonia,0,0
2020-02-10,Estonia,0,0
2020-02-09,Estonia,0,0
2020-02-08,Estonia,0,0
2020-02-07,Estonia,0,0
2020-02-06,Estonia,0,0
2020-02-05,Estonia,0,0
2020-02-04,Estonia,0,0
2020-02-03,Estonia,0,0
2020-02-02,Estonia,0,0
2020-02-01,Estonia,0,0
2020-01-31,Estonia,0,0
2020-01-30,Estonia,0,0
2020-01-29,Estonia,0,0
2020-01-28,Estonia,0,0
2020-01-27,Estonia,0,0
2020-01-26,Estonia,0,0
2020-01-25,Estonia,0,0
2020-01-24,Estonia,0,0
2020-01-23,Estonia,0,0
2020-01-22,Estonia,0,0
2020-01-21,Estonia,0,0
2020-01-20,Estonia,0,0
2020-01-19,Estonia,0,0
2020-01-18,Estonia,0,0
2020-01-17,Estonia,0,0
2020-01-16,Estonia,0,0
2020-01-15,Estonia,0,0
2020-01-14,Estonia,0,0
2020-01-13,Estonia,0,0
2020-01-12,Estonia,0,0
2020-01-11,Estonia,0,0
2020-01-10,Estonia,0,0
2020-01-09,Estonia,0,0
2020-01-08,Estonia,0,0
2020-01-07,Estonia,0,0
2020-01-06,Estonia,0,0
2020-01-05,Estonia,0,0
2020-01-04,Estonia,0,0
2020-01-03,Estonia,0,0
2020-01-02,Estonia,0,0
2020-01-01,Estonia,0,0
2019-12-31,Estonia,0,0
2020-03-26,Eswatini,0,0
2020-03-25,Eswatini,0,0
2020-03-24,Eswatini,0,0
2020-03-23,Eswatini,3,0
2020-03-22,Eswatini,0,0
2020-03-21,Eswatini,0,0
2020-03-20,Eswatini,0,0
2020-03-19,Eswatini,0,0
2020-03-18,Eswatini,0,0
2020-03-17,Eswatini,0,0
2020-03-16,Eswatini,0,0
2020-03-15,Eswatini,1,0
2020-03-26,Ethiopia,1,0
2020-03-25,Ethiopia,0,0
2020-03-24,Ethiopia,0,0
2020-03-23,Ethiopia,2,0
2020-03-22,Ethiopia,0,0
2020-03-21,Ethiopia,2,0
2020-03-20,Ethiopia,1,0
2020-03-19,Ethiopia,1,0
2020-03-18,Ethiopia,0,0
2020-03-17,Ethiopia,1,0
2020-03-16,Ethiopia,3,0
2020-03-15,Ethiopia,0,0
2020-03-14,Ethiopia,1,0
2020-03-26,Faroe_Islands,10,0
2020-03-25,Faroe_Islands,4,0
2020-03-24,Faroe_Islands,3,0
2020-03-23,Faroe_Islands,23,0
2020-03-22,Faroe_Islands,12,0
2020-03-21,Faroe_Islands,8,0
2020-03-20,Faroe_Islands,72,0
2020-03-26,Fiji,0,0
2020-03-25,Fiji,1,0
2020-03-24,Fiji,1,0
2020-03-23,Fiji,1,0
2020-03-22,Fiji,1,0
2020-03-21,Fiji,0,0
2020-03-20,Fiji,1,0
2020-03-26,Finland,88,2
2020-03-25,Finland,92,0
2020-03-24,Finland,74,0
2020-03-23,Finland,105,0
2020-03-22,Finland,71,1
2020-03-21,Finland,50,0
2020-03-20,Finland,31,0
2020-03-19,Finland,50,0
2020-03-18,Finland,47,0
2020-03-17,Finland,5,0
2020-03-16,Finland,57,0
2020-03-15,Finland,55,0
2020-03-13,Finland,96,0
2020-03-12,Finland,19,0
2020-03-10,Finland,10,0
2020-03-09,Finland,11,0
2020-03-07,Finland,7,0
2020-03-06,Finland,5,0
2020-03-04,Finland,1,0
2020-03-02,Finland,3,0
2020-03-01,Finland,0,0
2020-02-29,Finland,1,0
2020-02-28,Finland,0,0
2020-02-27,Finland,1,0
2020-02-26,Finland,0,0
2020-02-25,Finland,0,0
2020-02-24,Finland,0,0
2020-02-23,Finland,0,0
2020-02-22,Finland,0,0
2020-02-21,Finland,0,0
2020-02-20,Finland,0,0
2020-02-19,Finland,0,0
2020-02-18,Finland,0,0
2020-02-17,Finland,0,0
2020-02-16,Finland,0,0
2020-02-15,Finland,0,0
2020-02-14,Finland,0,0
2020-02-13,Finland,0,0
2020-02-12,Finland,0,0
2020-02-11,Finland,0,0
2020-02-10,Finland,0,0
2020-02-09,Finland,0,0
2020-02-08,Finland,0,0
2020-02-07,Finland,0,0
2020-02-06,Finland,0,0
2020-02-05,Finland,0,0
2020-02-04,Finland,0,0
2020-02-03,Finland,0,0
2020-02-02,Finland,0,0
2020-02-01,Finland,0,0
2020-01-31,Finland,0,0
2020-01-30,Finland,1,0
2020-01-29,Finland,0,0
2020-01-28,Finland,0,0
2020-01-27,Finland,0,0
2020-01-26,Finland,0,0
2020-01-25,Finland,0,0
2020-01-24,Finland,0,0
2020-01-23,Finland,0,0
2020-01-22,Finland,0,0
2020-01-21,Finland,0,0
2020-01-20,Finland,0,0
2020-01-19,Finland,0,0
2020-01-18,Finland,0,0
2020-01-17,Finland,0,0
2020-01-16,Finland,0,0
2020-01-15,Finland,0,0
2020-01-14,Finland,0,0
2020-01-13,Finland,0,0
2020-01-12,Finland,0,0
2020-01-11,Finland,0,0
2020-01-10,Finland,0,0
2020-01-09,Finland,0,0
2020-01-08,Finland,0,0
2020-01-07,Finland,0,0
2020-01-06,Finland,0,0
2020-01-05,Finland,0,0
2020-01-04,Finland,0,0
2020-01-03,Finland,0,0
2020-01-02,Finland,0,0
2020-01-01,Finland,0,0
2019-12-31,Finland,0,0
2020-03-26,France,2931,231
2020-03-25,France,2446,240
2020-03-24,France,3838,186
2020-03-23,France,1559,112
2020-03-22,France,1847,112
2020-03-21,France,1617,78
2020-03-20,France,1861,128
2020-03-19,France,1404,69
2020-03-18,France,1097,27
2020-03-17,France,1210,21
2020-03-16,France,924,36
2020-03-15,France,838,12
2020-03-14,France,785,18
2020-03-13,France,595,13
2020-03-12,France,497,15
2020-03-11,France,372,3
2020-03-10,France,286,11
2020-03-09,France,410,9
2020-03-08,France,103,1
2020-03-07,France,190,2
2020-03-06,France,138,3
2020-03-05,France,73,0
2020-03-04,France,34,1
2020-03-03,France,48,1
2020-03-02,France,30,0
2020-03-01,France,43,0
2020-02-29,France,19,0
2020-02-28,France,21,0
2020-02-27,France,3,1
2020-02-26,France,2,0
2020-02-25,France,0,0
2020-02-24,France,0,0
2020-02-23,France,0,0
2020-02-22,France,0,0
2020-02-21,France,0,0
2020-02-20,France,0,0
2020-02-19,France,0,0
2020-02-18,France,0,0
2020-02-17,France,1,0
2020-02-16,France,0,0
2020-02-15,France,0,1
2020-02-14,France,0,0
2020-02-13,France,0,0
2020-02-12,France,0,0
2020-02-11,France,0,0
2020-02-10,France,0,0
2020-02-09,France,0,0
2020-02-08,France,5,0
2020-02-07,France,0,0
2020-02-06,France,0,0
2020-02-05,France,0,0
2020-02-04,France,0,0
2020-02-03,France,0,0
2020-02-02,France,0,0
2020-02-01,France,0,0
2020-01-31,France,1,0
2020-01-30,France,1,0
2020-01-29,France,1,0
2020-01-28,France,0,0
2020-01-27,France,0,0
2020-01-26,France,0,0
2020-01-25,France,3,0
2020-01-24,France,0,0
2020-01-23,France,0,0
2020-01-22,France,0,0
2020-01-21,France,0,0
2020-01-20,France,0,0
2020-01-19,France,0,0
2020-01-18,France,0,0
2020-01-17,France,0,0
2020-01-16,France,0,0
2020-01-15,France,0,0
2020-01-14,France,0,0
2020-01-13,France,0,0
2020-01-12,France,0,0
2020-01-11,France,0,0
2020-01-10,France,0,0
2020-01-09,France,0,0
2020-01-08,France,0,0
2020-01-07,France,0,0
2020-01-06,France,0,0
2020-01-05,France,0,0
2020-01-04,France,0,0
2020-01-03,France,0,0
2020-01-02,France,0,0
2020-01-01,France,0,0
2019-12-31,France,0,0
2020-03-26,French_Polynesia,0,0
2020-03-25,French_Polynesia,2,0
2020-03-24,French_Polynesia,5,0
2020-03-23,French_Polynesia,1,0
2020-03-22,French_Polynesia,2,0
2020-03-21,French_Polynesia,12,0
2020-03-20,French_Polynesia,0,0
2020-03-19,French_Polynesia,3,0
2020-03-26,Gabon,0,0
2020-03-25,Gabon,0,0
2020-03-24,Gabon,0,0
2020-03-23,Gabon,3,0
2020-03-22,Gabon,0,0
2020-03-21,Gabon,0,1
2020-03-20,Gabon,0,0
2020-03-19,Gabon,2,0
2020-03-18,Gabon,0,0
2020-03-17,Gabon,0,0
2020-03-16,Gabon,0,0
2020-03-15,Gabon,0,0
2020-03-13,Gabon,1,0
2020-03-26,Gambia,0,0
2020-03-25,Gambia,1,0
2020-03-24,Gambia,1,1
2020-03-23,Gambia,0,0
2020-03-22,Gambia,0,0
2020-03-21,Gambia,0,0
2020-03-20,Gambia,0,0
2020-03-19,Gambia,0,0
2020-03-18,Gambia,1,0
2020-03-26,Georgia,3,0
2020-03-25,Georgia,9,0
2020-03-24,Georgia,7,0
2020-03-23,Georgia,5,0
2020-03-22,Georgia,6,0
2020-03-21,Georgia,3,0
2020-03-20,Georgia,6,0
2020-03-19,Georgia,0,0
2020-03-18,Georgia,1,0
2020-03-17,Georgia,3,0
2020-03-16,Georgia,0,0
2020-03-15,Georgia,0,0
2020-03-14,Georgia,5,0
2020-03-13,Georgia,1,0
2020-03-12,Georgia,1,0
2020-03-11,Georgia,8,0
2020-03-10,Georgia,2,0
2020-03-09,Georgia,1,0
2020-03-08,Georgia,3,0
2020-03-06,Georgia,6,0
2020-03-05,Georgia,0,0
2020-03-02,Georgia,0,0
2020-03-01,Georgia,1,0
2020-02-29,Georgia,1,0
2020-02-28,Georgia,0,0
2020-02-27,Georgia,1,0
2020-02-26,Georgia,0,0
2020-02-25,Georgia,0,0
2020-02-24,Georgia,0,0
2020-02-23,Georgia,0,0
2020-02-22,Georgia,0,0
2020-02-21,Georgia,0,0
2020-02-20,Georgia,0,0
2020-02-19,Georgia,0,0
2020-02-18,Georgia,0,0
2020-02-17,Georgia,0,0
2020-02-16,Georgia,0,0
2020-02-15,Georgia,0,0
2020-02-14,Georgia,0,0
2020-02-13,Georgia,0,0
2020-02-12,Georgia,0,0
2020-02-11,Georgia,0,0
2020-02-10,Georgia,0,0
2020-02-09,Georgia,0,0
2020-02-08,Georgia,0,0
2020-02-07,Georgia,0,0
2020-02-06,Georgia,0,0
2020-02-05,Georgia,0,0
2020-02-04,Georgia,0,0
2020-02-03,Georgia,0,0
2020-02-02,Georgia,0,0
2020-02-01,Georgia,0,0
2020-01-31,Georgia,0,0
2020-01-30,Georgia,0,0
2020-01-29,Georgia,0,0
2020-01-28,Georgia,0,0
2020-01-27,Georgia,0,0
2020-01-26,Georgia,0,0
2020-01-25,Georgia,0,0
2020-01-24,Georgia,0,0
2020-01-23,Georgia,0,0
2020-01-22,Georgia,0,0
2020-01-21,Georgia,0,0
2020-01-20,Georgia,0,0
2020-01-19,Georgia,0,0
2020-01-18,Georgia,0,0
2020-01-17,Georgia,0,0
2020-01-16,Georgia,0,0
2020-01-15,Georgia,0,0
2020-01-14,Georgia,0,0
2020-01-13,Georgia,0,0
2020-01-12,Georgia,0,0
2020-01-11,Georgia,0,0
2020-01-10,Georgia,0,0
2020-01-09,Georgia,0,0
2020-01-08,Georgia,0,0
2020-01-07,Georgia,0,0
2020-01-06,Georgia,0,0
2020-01-05,Georgia,0,0
2020-01-04,Georgia,0,0
2020-01-03,Georgia,0,0
2020-01-02,Georgia,0,0
2020-01-01,Georgia,0,0
2019-12-31,Georgia,0,0
2020-03-26,Germany,4954,49
2020-03-25,Germany,2342,23
2020-03-24,Germany,4438,32
2020-03-23,Germany,3311,27
2020-03-22,Germany,3276,22
2020-03-21,Germany,4049,2
2020-03-20,Germany,5940,30
2020-03-19,Germany,1042,0
2020-03-18,Germany,1144,0
2020-03-17,Germany,1174,1
2020-03-16,Germany,1043,4
2020-03-15,Germany,733,3
2020-03-14,Germany,693,0
2020-03-13,Germany,802,2
2020-03-12,Germany,271,1
2020-03-11,Germany,157,0
